clip_id,set_id,set_name,class,description,dramatic_use,camera_behavior,duration_seconds,looping,fps,master_resolution,character_safe_area,foreground_motion,background_motion,lighting_change,weather_fx,sound_suggestion,required_source_art,generation_method,visualizer_compatibility,transition_requirement,status
JV-BRG-CLP-EST-DAY-SUM-V001,JV-BRG,Rainbow Footbridge,establishing move,Rainbow Footbridge establishing move,"crossing, meeting, visual transition",slow push or drift,8,non-looping,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic creek corridor ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-BRG-CLP-AMB-DAY-SUM-V001,JV-BRG,Rainbow Footbridge,ambient loop,Rainbow Footbridge ambient loop,"crossing, meeting, visual transition","foliage, water, practical light only",16,seamless,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic creek corridor ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-BRG-CLP-DLG-DAY-SUM-V001,JV-BRG,Rainbow Footbridge,dialogue loop,Rainbow Footbridge dialogue loop,"crossing, meeting, visual transition",very low-amplitude background motion,24,seamless,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic creek corridor ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-BRG-CLP-LONG-DAY-SUM-V001,JV-BRG,Rainbow Footbridge,long environmental loop,Rainbow Footbridge long environmental loop,"crossing, meeting, visual transition",meditative non-distracting motion,45,seamless,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic creek corridor ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-BRG-CLP-TRV-DAY-SUM-V001,JV-BRG,Rainbow Footbridge,travel transition,Rainbow Footbridge travel transition,"crossing, meeting, visual transition",forward or lateral camera travel,10,non-looping,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic creek corridor ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-OVR-CLP-MIC-DAY-SUM-V001,JV-OVR,Westlight Overlook,micro insert,Westlight Overlook micro insert,"reflection, town POV, sunset",subtle local action,3,non-looping,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic mountain ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-OVR-CLP-EST-DAY-SUM-V001,JV-OVR,Westlight Overlook,establishing move,Westlight Overlook establishing move,"reflection, town POV, sunset",slow push or drift,8,non-looping,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic mountain ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-OVR-CLP-AMB-DAY-SUM-V001,JV-OVR,Westlight Overlook,ambient loop,Westlight Overlook ambient loop,"reflection, town POV, sunset","foliage, water, practical light only",16,seamless,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic mountain ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-OVR-CLP-DLG-DAY-SUM-V001,JV-OVR,Westlight Overlook,dialogue loop,Westlight Overlook dialogue loop,"reflection, town POV, sunset",very low-amplitude background motion,24,seamless,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic mountain ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-OVR-CLP-LONG-DAY-SUM-V001,JV-OVR,Westlight Overlook,long environmental loop,Westlight Overlook long environmental loop,"reflection, town POV, sunset",meditative non-distracting motion,45,seamless,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic mountain ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-OVR-CLP-TRV-DAY-SUM-V001,JV-OVR,Westlight Overlook,travel transition,Westlight Overlook travel transition,"reflection, town POV, sunset",forward or lateral camera travel,10,non-looping,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic mountain ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-TRH-CLP-MIC-DAY-SUM-V001,JV-TRH,Meadow Trailhead,micro insert,Meadow Trailhead micro insert,"arrival, parking, gear, departures",subtle local action,3,non-looping,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic meadow ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-TRH-CLP-EST-DAY-SUM-V001,JV-TRH,Meadow Trailhead,establishing move,Meadow Trailhead establishing move,"arrival, parking, gear, departures",slow push or drift,8,non-looping,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic meadow ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-TRH-CLP-AMB-DAY-SUM-V001,JV-TRH,Meadow Trailhead,ambient loop,Meadow Trailhead ambient loop,"arrival, parking, gear, departures","foliage, water, practical light only",16,seamless,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic meadow ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-TRH-CLP-DLG-DAY-SUM-V001,JV-TRH,Meadow Trailhead,dialogue loop,Meadow Trailhead dialogue loop,"arrival, parking, gear, departures",very low-amplitude background motion,24,seamless,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic meadow ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-TRH-CLP-LONG-DAY-SUM-V001,JV-TRH,Meadow Trailhead,long environmental loop,Meadow Trailhead long environmental loop,"arrival, parking, gear, departures",meditative non-distracting motion,45,seamless,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic meadow ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-TRH-CLP-TRV-DAY-SUM-V001,JV-TRH,Meadow Trailhead,travel transition,Meadow Trailhead travel transition,"arrival, parking, gear, departures",forward or lateral camera travel,10,non-looping,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic meadow ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-ENT-CLP-MIC-DAY-SUM-V001,JV-ENT,Joeville East Gate,micro insert,Joeville East Gate micro insert,town arrival and departure,subtle local action,3,non-looping,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic residential ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-ENT-CLP-EST-DAY-SUM-V001,JV-ENT,Joeville East Gate,establishing move,Joeville East Gate establishing move,town arrival and departure,slow push or drift,8,non-looping,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic residential ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-ENT-CLP-AMB-DAY-SUM-V001,JV-ENT,Joeville East Gate,ambient loop,Joeville East Gate ambient loop,town arrival and departure,"foliage, water, practical light only",16,seamless,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic residential ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-ENT-CLP-DLG-DAY-SUM-V001,JV-ENT,Joeville East Gate,dialogue loop,Joeville East Gate dialogue loop,town arrival and departure,very low-amplitude background motion,24,seamless,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic residential ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-ENT-CLP-LONG-DAY-SUM-V001,JV-ENT,Joeville East Gate,long environmental loop,Joeville East Gate long environmental loop,town arrival and departure,meditative non-distracting motion,45,seamless,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic residential ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
JV-ENT-CLP-TRV-DAY-SUM-V001,JV-ENT,Joeville East Gate,travel transition,Joeville East Gate travel transition,town arrival and departure,forward or lateral camera travel,10,non-looping,24,3840x2160,center/lower stage remains unobstructed; follow matching still master,separate optional pass,wind/water/practicals as applicable,none for loops; motivated only for transition,separate optional pass,location-authentic residential ambience,approved layered master plus clean plate,2.5D multiplane or controlled video generation,"REQUIRES RUNTIME UPGRADE: current verified runtime accepts procedural cell frames, not environment video",first/last frames match for loops; 8-frame handles for editorial,PLANNED-NOT-CREATED
