shot_id,set_id,set_name,district,shot_class,camera,time,season,dramatic_use,cast_capacity,character_safe_area,ground_horizon,layers,clean_plate,status
JV-CAS-STL-EXT-MAS-DAY-V001,JV-CAS,Castle Grace,Castle Ridge,exterior master,28mm-equivalent eye-level,clear late-morning,summer master,"home base, council, feast, celebration",13,arrival path and doorway clear,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-CAS-STL-EXT-MAS-GOLD-V001,JV-CAS,Castle Grace,Castle Ridge,exterior master,28mm-equivalent eye-level,golden hour,summer master,"home base, council, feast, celebration",13,arrival path and doorway clear,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-CAS-STL-EXT-MAS-NIGHT-V001,JV-CAS,Castle Grace,Castle Ridge,exterior master,28mm-equivalent eye-level,blue-hour-to-night,summer master,"home base, council, feast, celebration",13,arrival path and doorway clear,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-CAS-STL-EXT-REV-DAY-V001,JV-CAS,Castle Grace,Castle Ridge,exterior reverse,35mm-equivalent eye-level,clear late-morning,summer master,"home base, council, feast, celebration",13,departure path and town orientation clear,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-CAS-STL-INT-MAS-DAY-V001,JV-CAS,Castle Grace,Castle Ridge,interior or primary-area master,28mm-equivalent,clear late-morning,summer master,"home base, council, feast, celebration",13,full walkable floor and all exits visible,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-CAS-STL-INT-MAS-GOLD-V001,JV-CAS,Castle Grace,Castle Ridge,interior or primary-area master,28mm-equivalent,golden hour,summer master,"home base, council, feast, celebration",13,full walkable floor and all exits visible,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-CAS-STL-INT-MAS-NIGHT-V001,JV-CAS,Castle Grace,Castle Ridge,interior or primary-area master,28mm-equivalent,blue-hour-to-night,summer master,"home base, council, feast, celebration",13,full walkable floor and all exits visible,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-CAS-STL-INT-REV-DAY-V001,JV-CAS,Castle Grace,Castle Ridge,reverse master,32mm-equivalent,clear late-morning,summer master,"home base, council, feast, celebration",13,reverse eyelines and window continuity,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-CAS-STL-DLG-2S-DAY-V001,JV-CAS,Castle Grace,Castle Ridge,clean dialogue two-shot,50mm-equivalent,clear late-morning,summer master,"home base, council, feast, celebration",13,two 34x52-cell figures plus gesture clearance,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-CAS-STL-DLG-OTS-L-DAY-V001,JV-CAS,Castle Grace,Castle Ridge,clean over-shoulder left,65mm-equivalent,clear late-morning,summer master,"home base, council, feast, celebration",13,left foreground occluder delivered separately,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-CAS-STL-DLG-OTS-R-DAY-V001,JV-CAS,Castle Grace,Castle Ridge,clean over-shoulder right,65mm-equivalent,clear late-morning,summer master,"home base, council, feast, celebration",13,right foreground occluder delivered separately,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-CAS-STL-DLG-GRP-DAY-V001,JV-CAS,Castle Grace,Castle Ridge,three-to-five group dialogue,40mm-equivalent,clear late-morning,summer master,"home base, council, feast, celebration",13,five anchors with non-crossing eyelines,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-CAS-STL-ENS-13-DAY-V001,JV-CAS,Castle Grace,Castle Ridge,full-cast ensemble master,28mm-equivalent,clear late-morning,summer master,"home base, council, feast, celebration",13,thirteen anchors; only where capacity allows,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-CAS-STL-MOVE-LR-DAY-V001,JV-CAS,Castle Grace,Castle Ridge,side-tracking movement plate,35mm orthogonal-feel,clear late-morning,summer master,"home base, council, feast, celebration",13,unbroken lateral path across 70 percent width,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-CAS-STL-POV-DAY-V001,JV-CAS,Castle Grace,Castle Ridge,character point of view,45mm-equivalent,clear late-morning,summer master,"home base, council, feast, celebration",13,no baked character; clear focal subject,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-CAS-STL-INS-SGN-DAY-V001,JV-CAS,Castle Grace,Castle Ridge,controlled signage insert,70mm-equivalent,clear late-morning,summer master,"home base, council, feast, celebration",13,blank sign substrate for graphic pass,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-CAS-STL-CLN-DAY-V001,JV-CAS,Castle Grace,Castle Ridge,empty clean plate,matching master lens,clear late-morning,summer master,"home base, council, feast, celebration",13,no people or characters; restoration-ready,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-CAS-STL-CLN-GOLD-V001,JV-CAS,Castle Grace,Castle Ridge,empty clean plate,matching master lens,golden hour,summer master,"home base, council, feast, celebration",13,no people or characters; restoration-ready,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-CAS-STL-CLN-NIGHT-V001,JV-CAS,Castle Grace,Castle Ridge,empty clean plate,matching master lens,blue-hour-to-night,summer master,"home base, council, feast, celebration",13,no people or characters; restoration-ready,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-PRL-STL-EST-EW-DAY-V001,JV-PRL,Lantern Walk,Downtown,extreme-wide establishing,24mm-equivalent elevated,clear late-morning,summer master,"public life, shopping, buskers, encounters",13,large center-safe ensemble zone,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-PRL-STL-EST-EW-GOLD-V001,JV-PRL,Lantern Walk,Downtown,extreme-wide establishing,24mm-equivalent elevated,golden hour,summer master,"public life, shopping, buskers, encounters",13,large center-safe ensemble zone,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-PRL-STL-EST-EW-NIGHT-V001,JV-PRL,Lantern Walk,Downtown,extreme-wide establishing,24mm-equivalent elevated,blue-hour-to-night,summer master,"public life, shopping, buskers, encounters",13,large center-safe ensemble zone,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-PRL-STL-EXT-MAS-DAY-V001,JV-PRL,Lantern Walk,Downtown,exterior master,28mm-equivalent eye-level,clear late-morning,summer master,"public life, shopping, buskers, encounters",13,arrival path and doorway clear,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-PRL-STL-EXT-MAS-GOLD-V001,JV-PRL,Lantern Walk,Downtown,exterior master,28mm-equivalent eye-level,golden hour,summer master,"public life, shopping, buskers, encounters",13,arrival path and doorway clear,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-PRL-STL-EXT-MAS-NIGHT-V001,JV-PRL,Lantern Walk,Downtown,exterior master,28mm-equivalent eye-level,blue-hour-to-night,summer master,"public life, shopping, buskers, encounters",13,arrival path and doorway clear,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-PRL-STL-EXT-REV-DAY-V001,JV-PRL,Lantern Walk,Downtown,exterior reverse,35mm-equivalent eye-level,clear late-morning,summer master,"public life, shopping, buskers, encounters",13,departure path and town orientation clear,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-PRL-STL-INT-MAS-DAY-V001,JV-PRL,Lantern Walk,Downtown,interior or primary-area master,28mm-equivalent,clear late-morning,summer master,"public life, shopping, buskers, encounters",13,full walkable floor and all exits visible,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-PRL-STL-INT-MAS-GOLD-V001,JV-PRL,Lantern Walk,Downtown,interior or primary-area master,28mm-equivalent,golden hour,summer master,"public life, shopping, buskers, encounters",13,full walkable floor and all exits visible,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-PRL-STL-INT-MAS-NIGHT-V001,JV-PRL,Lantern Walk,Downtown,interior or primary-area master,28mm-equivalent,blue-hour-to-night,summer master,"public life, shopping, buskers, encounters",13,full walkable floor and all exits visible,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-PRL-STL-INT-REV-DAY-V001,JV-PRL,Lantern Walk,Downtown,reverse master,32mm-equivalent,clear late-morning,summer master,"public life, shopping, buskers, encounters",13,reverse eyelines and window continuity,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-PRL-STL-DLG-2S-DAY-V001,JV-PRL,Lantern Walk,Downtown,clean dialogue two-shot,50mm-equivalent,clear late-morning,summer master,"public life, shopping, buskers, encounters",13,two 34x52-cell figures plus gesture clearance,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-PRL-STL-DLG-OTS-L-DAY-V001,JV-PRL,Lantern Walk,Downtown,clean over-shoulder left,65mm-equivalent,clear late-morning,summer master,"public life, shopping, buskers, encounters",13,left foreground occluder delivered separately,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-PRL-STL-DLG-OTS-R-DAY-V001,JV-PRL,Lantern Walk,Downtown,clean over-shoulder right,65mm-equivalent,clear late-morning,summer master,"public life, shopping, buskers, encounters",13,right foreground occluder delivered separately,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-PRL-STL-DLG-GRP-DAY-V001,JV-PRL,Lantern Walk,Downtown,three-to-five group dialogue,40mm-equivalent,clear late-morning,summer master,"public life, shopping, buskers, encounters",13,five anchors with non-crossing eyelines,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-PRL-STL-ENS-13-DAY-V001,JV-PRL,Lantern Walk,Downtown,full-cast ensemble master,28mm-equivalent,clear late-morning,summer master,"public life, shopping, buskers, encounters",13,thirteen anchors; only where capacity allows,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-PRL-STL-MOVE-LR-DAY-V001,JV-PRL,Lantern Walk,Downtown,side-tracking movement plate,35mm orthogonal-feel,clear late-morning,summer master,"public life, shopping, buskers, encounters",13,unbroken lateral path across 70 percent width,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-PRL-STL-POV-DAY-V001,JV-PRL,Lantern Walk,Downtown,character point of view,45mm-equivalent,clear late-morning,summer master,"public life, shopping, buskers, encounters",13,no baked character; clear focal subject,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-PRL-STL-INS-SGN-DAY-V001,JV-PRL,Lantern Walk,Downtown,controlled signage insert,70mm-equivalent,clear late-morning,summer master,"public life, shopping, buskers, encounters",13,blank sign substrate for graphic pass,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-PRL-STL-CLN-DAY-V001,JV-PRL,Lantern Walk,Downtown,empty clean plate,matching master lens,clear late-morning,summer master,"public life, shopping, buskers, encounters",13,no people or characters; restoration-ready,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-PRL-STL-CLN-GOLD-V001,JV-PRL,Lantern Walk,Downtown,empty clean plate,matching master lens,golden hour,summer master,"public life, shopping, buskers, encounters",13,no people or characters; restoration-ready,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-PRL-STL-CLN-NIGHT-V001,JV-PRL,Lantern Walk,Downtown,empty clean plate,matching master lens,blue-hour-to-night,summer master,"public life, shopping, buskers, encounters",13,no people or characters; restoration-ready,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-JUI-STL-EST-EW-DAY-V001,JV-JUI,Brightroot Juice Bar,Wellness,extreme-wide establishing,24mm-equivalent elevated,clear late-morning,summer master,"quick meetings, healthy ritual, comedy",5,large center-safe ensemble zone,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-JUI-STL-EST-EW-GOLD-V001,JV-JUI,Brightroot Juice Bar,Wellness,extreme-wide establishing,24mm-equivalent elevated,golden hour,summer master,"quick meetings, healthy ritual, comedy",5,large center-safe ensemble zone,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-JUI-STL-EST-EW-NIGHT-V001,JV-JUI,Brightroot Juice Bar,Wellness,extreme-wide establishing,24mm-equivalent elevated,blue-hour-to-night,summer master,"quick meetings, healthy ritual, comedy",5,large center-safe ensemble zone,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-JUI-STL-EXT-MAS-DAY-V001,JV-JUI,Brightroot Juice Bar,Wellness,exterior master,28mm-equivalent eye-level,clear late-morning,summer master,"quick meetings, healthy ritual, comedy",5,arrival path and doorway clear,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-JUI-STL-EXT-MAS-GOLD-V001,JV-JUI,Brightroot Juice Bar,Wellness,exterior master,28mm-equivalent eye-level,golden hour,summer master,"quick meetings, healthy ritual, comedy",5,arrival path and doorway clear,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-JUI-STL-EXT-MAS-NIGHT-V001,JV-JUI,Brightroot Juice Bar,Wellness,exterior master,28mm-equivalent eye-level,blue-hour-to-night,summer master,"quick meetings, healthy ritual, comedy",5,arrival path and doorway clear,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-JUI-STL-EXT-REV-DAY-V001,JV-JUI,Brightroot Juice Bar,Wellness,exterior reverse,35mm-equivalent eye-level,clear late-morning,summer master,"quick meetings, healthy ritual, comedy",5,departure path and town orientation clear,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-JUI-STL-INT-MAS-DAY-V001,JV-JUI,Brightroot Juice Bar,Wellness,interior or primary-area master,28mm-equivalent,clear late-morning,summer master,"quick meetings, healthy ritual, comedy",5,full walkable floor and all exits visible,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-JUI-STL-INT-MAS-GOLD-V001,JV-JUI,Brightroot Juice Bar,Wellness,interior or primary-area master,28mm-equivalent,golden hour,summer master,"quick meetings, healthy ritual, comedy",5,full walkable floor and all exits visible,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-JUI-STL-INT-MAS-NIGHT-V001,JV-JUI,Brightroot Juice Bar,Wellness,interior or primary-area master,28mm-equivalent,blue-hour-to-night,summer master,"quick meetings, healthy ritual, comedy",5,full walkable floor and all exits visible,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-JUI-STL-INT-REV-DAY-V001,JV-JUI,Brightroot Juice Bar,Wellness,reverse master,32mm-equivalent,clear late-morning,summer master,"quick meetings, healthy ritual, comedy",5,reverse eyelines and window continuity,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-JUI-STL-DLG-2S-DAY-V001,JV-JUI,Brightroot Juice Bar,Wellness,clean dialogue two-shot,50mm-equivalent,clear late-morning,summer master,"quick meetings, healthy ritual, comedy",5,two 34x52-cell figures plus gesture clearance,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-JUI-STL-DLG-OTS-L-DAY-V001,JV-JUI,Brightroot Juice Bar,Wellness,clean over-shoulder left,65mm-equivalent,clear late-morning,summer master,"quick meetings, healthy ritual, comedy",5,left foreground occluder delivered separately,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-JUI-STL-DLG-OTS-R-DAY-V001,JV-JUI,Brightroot Juice Bar,Wellness,clean over-shoulder right,65mm-equivalent,clear late-morning,summer master,"quick meetings, healthy ritual, comedy",5,right foreground occluder delivered separately,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-JUI-STL-DLG-GRP-DAY-V001,JV-JUI,Brightroot Juice Bar,Wellness,three-to-five group dialogue,40mm-equivalent,clear late-morning,summer master,"quick meetings, healthy ritual, comedy",5,five anchors with non-crossing eyelines,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-JUI-STL-MOVE-LR-DAY-V001,JV-JUI,Brightroot Juice Bar,Wellness,side-tracking movement plate,35mm orthogonal-feel,clear late-morning,summer master,"quick meetings, healthy ritual, comedy",5,unbroken lateral path across 70 percent width,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-JUI-STL-POV-DAY-V001,JV-JUI,Brightroot Juice Bar,Wellness,character point of view,45mm-equivalent,clear late-morning,summer master,"quick meetings, healthy ritual, comedy",5,no baked character; clear focal subject,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-JUI-STL-INS-SGN-DAY-V001,JV-JUI,Brightroot Juice Bar,Wellness,controlled signage insert,70mm-equivalent,clear late-morning,summer master,"quick meetings, healthy ritual, comedy",5,blank sign substrate for graphic pass,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-JUI-STL-CLN-DAY-V001,JV-JUI,Brightroot Juice Bar,Wellness,empty clean plate,matching master lens,clear late-morning,summer master,"quick meetings, healthy ritual, comedy",5,no people or characters; restoration-ready,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-JUI-STL-CLN-GOLD-V001,JV-JUI,Brightroot Juice Bar,Wellness,empty clean plate,matching master lens,golden hour,summer master,"quick meetings, healthy ritual, comedy",5,no people or characters; restoration-ready,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-JUI-STL-CLN-NIGHT-V001,JV-JUI,Brightroot Juice Bar,Wellness,empty clean plate,matching master lens,blue-hour-to-night,summer master,"quick meetings, healthy ritual, comedy",5,no people or characters; restoration-ready,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-TON-STL-EST-EW-DAY-V001,JV-TON,Juniper Tonic House,Wellness,extreme-wide establishing,24mm-equivalent elevated,clear late-morning,summer master,"intimate counsel, apothecary ritual",5,large center-safe ensemble zone,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-TON-STL-EST-EW-GOLD-V001,JV-TON,Juniper Tonic House,Wellness,extreme-wide establishing,24mm-equivalent elevated,golden hour,summer master,"intimate counsel, apothecary ritual",5,large center-safe ensemble zone,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-TON-STL-EST-EW-NIGHT-V001,JV-TON,Juniper Tonic House,Wellness,extreme-wide establishing,24mm-equivalent elevated,blue-hour-to-night,summer master,"intimate counsel, apothecary ritual",5,large center-safe ensemble zone,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-TON-STL-EXT-MAS-DAY-V001,JV-TON,Juniper Tonic House,Wellness,exterior master,28mm-equivalent eye-level,clear late-morning,summer master,"intimate counsel, apothecary ritual",5,arrival path and doorway clear,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-TON-STL-EXT-MAS-GOLD-V001,JV-TON,Juniper Tonic House,Wellness,exterior master,28mm-equivalent eye-level,golden hour,summer master,"intimate counsel, apothecary ritual",5,arrival path and doorway clear,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-TON-STL-EXT-MAS-NIGHT-V001,JV-TON,Juniper Tonic House,Wellness,exterior master,28mm-equivalent eye-level,blue-hour-to-night,summer master,"intimate counsel, apothecary ritual",5,arrival path and doorway clear,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-TON-STL-EXT-REV-DAY-V001,JV-TON,Juniper Tonic House,Wellness,exterior reverse,35mm-equivalent eye-level,clear late-morning,summer master,"intimate counsel, apothecary ritual",5,departure path and town orientation clear,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-TON-STL-INT-MAS-DAY-V001,JV-TON,Juniper Tonic House,Wellness,interior or primary-area master,28mm-equivalent,clear late-morning,summer master,"intimate counsel, apothecary ritual",5,full walkable floor and all exits visible,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-TON-STL-INT-MAS-GOLD-V001,JV-TON,Juniper Tonic House,Wellness,interior or primary-area master,28mm-equivalent,golden hour,summer master,"intimate counsel, apothecary ritual",5,full walkable floor and all exits visible,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-TON-STL-INT-MAS-NIGHT-V001,JV-TON,Juniper Tonic House,Wellness,interior or primary-area master,28mm-equivalent,blue-hour-to-night,summer master,"intimate counsel, apothecary ritual",5,full walkable floor and all exits visible,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-TON-STL-INT-REV-DAY-V001,JV-TON,Juniper Tonic House,Wellness,reverse master,32mm-equivalent,clear late-morning,summer master,"intimate counsel, apothecary ritual",5,reverse eyelines and window continuity,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-TON-STL-DLG-2S-DAY-V001,JV-TON,Juniper Tonic House,Wellness,clean dialogue two-shot,50mm-equivalent,clear late-morning,summer master,"intimate counsel, apothecary ritual",5,two 34x52-cell figures plus gesture clearance,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-TON-STL-DLG-OTS-L-DAY-V001,JV-TON,Juniper Tonic House,Wellness,clean over-shoulder left,65mm-equivalent,clear late-morning,summer master,"intimate counsel, apothecary ritual",5,left foreground occluder delivered separately,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-TON-STL-DLG-OTS-R-DAY-V001,JV-TON,Juniper Tonic House,Wellness,clean over-shoulder right,65mm-equivalent,clear late-morning,summer master,"intimate counsel, apothecary ritual",5,right foreground occluder delivered separately,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
JV-TON-STL-DLG-GRP-DAY-V001,JV-TON,Juniper Tonic House,Wellness,three-to-five group dialogue,40mm-equivalent,clear late-morning,summer master,"intimate counsel, apothecary ritual",5,five anchors with non-crossing eyelines,author against runtime projection; provisional horizon 56% until integration upgrade,far_bg|bg|midground|character_plane|foreground|fx|lighting|shadow,required,PLANNED-NOT-CREATED
